Name,Straße,Straße2,PLZ,Stadt,Telefon,Land,Bankleitzahl (BIC)
Raiffeisenbank Sense-Oberland,Hauptstrasse 384,,1656,Jaun,026 408 80 80,Schweiz,RAIFCH22895
Raiffeisenbank Sense-Oberland,Hauptstrasse 17,,1716,Plaffeien,026 408 80 80,Schweiz,RAIFCH22895
Raiffeisenbank Sense-Oberland,Dorfweg 16,,1737,Plasselb,026 408 80 80,Schweiz,RAIFCH22895
Raiffeisenbank Sensetal,Bernstrasse 15,Postfach 70,3175,Flamatt,031 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,Dorfplatz 2,,3176,Neuenegg,031 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,F.X. Müllerstrasse 9,,3185,Schmitten FR,026 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,Freiburgstrasse 555,,3172,Niederwangen,031 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,Freiburgstrasse 8,,3178,Bösingen,031 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,Bärenplatz 3,,3177,Laupen BE,031 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Sensetal,Dorfstrasse 11,,3184,Wünnewil,026 919 12 12,Schweiz,RAIFCH22905
Raiffeisenbank Siggenthal-Würenlingen,Gartenstrasse 34,Postfach 48,5303,Würenlingen,056 297 41 41,Schweiz,RAIFCH22746
Raiffeisenbank Siggenthal-Würenlingen,Landstrasse 50,Postfach,5417,Untersiggenthal,056 297 41 41,Schweiz,RAIFCH22746
Raiffeisenbank Siggenthal-Würenlingen,Hertensteinstrasse 16,,5415,Nussbaumen AG,056 297 41 41,Schweiz,RAIFCH22746
Raiffeisenbank Sirnach,Wilerstrasse 4,Postfach,8370,Sirnach,071 969 69 00,Schweiz,RAIFCH22E09
Raiffeisenbank Solothurn,Hauptgasse 67,,4501,Solothurn,032 625 01 01,Schweiz,RAIFCH22977
Raiffeisenbank Steffisburg,Höchhusweg 4,Postfach 267,3612,Steffisburg,033 439 66 66,Schweiz,RAIFCH22817
Raiffeisenbank Steffisburg,Schwandenstrasse 67,,3657,Schwanden (Sigriswil),033 439 66 66,Schweiz,RAIFCH22817
Raiffeisenbank Steffisburg,Rachholtern 66b,,3617,Fahrni b. Thun,033 439 66 66,Schweiz,RAIFCH22817
Raiffeisenbank Steffisburg,Linden,,3619,Eriz,033 439 66 66,Schweiz,RAIFCH22817
Raiffeisenbank Steffisburg,Weier 6a,,3616,Schwarzenegg,033 439 66 66,Schweiz,RAIFCH22817
Raiffeisenbank Steinhausen,Bahnhofstrasse 1,Postfach 425,6312,Steinhausen,041 748 02 20,Schweiz,RAIFCH22E52
Raiffeisenbank Surbtal-Wehntal,Zürichstr. 5,,5426,Lengnau AG,056 266 57 00,Schweiz,RAIFCH22700
Raiffeisenbank Surbtal-Wehntal,Marktgasse 20,,5304,Endingen,056 266 57 00,Schweiz,RAIFCH22700
Raiffeisenbank Surbtal-Wehntal,Dorfstrasse 22,Postfach,5425,Schneisingen,056 266 57 00,Schweiz,RAIFCH22700
Raiffeisenbank Surbtal-Wehntal,Wehntalerstrasse 19,,8165,Schöfflisdorf,056 266 57 00,Schweiz,RAIFCH22700
Raiffeisenbank Surselva,Glennerstrasse 7,,7130,Ilanz,081 920 01 01,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Via Nova 68,,7017,Flims Dorf,081 920 03 95,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Poststrasse 45,,7132,Vals,081 920 01 74,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Palius 32D,,7144,Vella,081 920 03 86,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Affeier 35,,7134,Obersaxen,081 920 01 72,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Via Prinicpala 60,,7031,Laax GR,081 920 03 90,Schweiz,RAIFCH22A73
Raiffeisenbank Surselva,Via Principala 37,,7165,Breil/Brigels,081 920 01 10,Schweiz,RAIFCH22A73
Raiffeisenbank Tägerwilen,Hauptstrasse 67,,8274,Tägerwilen,071 666 44 11,Schweiz,RAIFCH22E12
Raiffeisenbank Tägerwilen,Hauptstrasse 122,,8272,Ermatingen,071 666 44 66,Schweiz,RAIFCH22E12
Raiffeisenbank Tägerwilen,Hauptstrasse 53,,8280,Kreuzlingen,071 666 44 77,Schweiz,RAIFCH22E12
Raiffeisenbank Tägerwilen,Postweg 1,,8573,Siegershausen,071 666 44 99,Schweiz,RAIFCH22E12
Raiffeisenbank Tägerwilen,Dorfzentrum,,8564,Hefenhausen,071 666 44 88,Schweiz,RAIFCH22E12
Raiffeisenbank Therwil Ettingen,Bahnhofstr. 30,,4106,Therwil,061 725 26 00,Schweiz,RAIFCH22784
Raiffeisenbank Thunersee,Burgstrasse 20,,3600,Thun,033 650 77 77,Schweiz,RAIFCH22867
Raiffeisenbank Thunersee,Blümlisalpstrasse 44A,,3627,Heimberg,033 650 77 77,Schweiz,RAIFCH22867
Raiffeisenbank Thunersee,Dorfstrasse 5,,3661,Uetendorf,033 650 77 77,Schweiz,RAIFCH22867
Raiffeisenbank Thunersee,Bahnhofstrasse 12,,3700,Spiez,033 650 77 77,Schweiz,RAIFCH22867
Raiffeisenbank Thunersee,Dorfstrasse 12,,3706,Leissigen,033 650 77 77,Schweiz,RAIFCH22867
Raiffeisenbank Tumpiv,Via Principala 37,,7165,Breil/Brigels,081 920 10 60,Schweiz,RAIFCH22B37
Raiffeisenbank Ueberstorf,Albligenstrasse 10,Postfach,3182,Ueberstorf,031 744 10 10,Schweiz,RAIFCH22904
Raiffeisenbank Unterägeri,Zugerstrasse 24,Postfach 463,6314,Unterägeri,041 754 40 50,Schweiz,RAIFCH22E61
Raiffeisenbank Untere Emme,Hauptstr. 109,,4565,Recherswil,032 674 40 40,Schweiz,RAIFCH22971
Raiffeisenbank Untere Emme,Hauptstrasse 33,,3425,Koppigen,032 674 40 40,Schweiz,RAIFCH22971
Raiffeisenbank Untere Emme,Hauptstrasse 10,,4563,Gerlafingen,032 674 40 40,Schweiz,RAIFCH22971
Raiffeisenbank Untere Emme,Bernstrasse 11,,4562,Biberist,032 674 40 40,Schweiz,RAIFCH22971
Raiffeisenbank Untere Emme,Bahnhofstrasse 11a,,3427,Utzenstorf,032 674 40 40,Schweiz,RAIFCH22971
Raiffeisenbank Unteremmental,Dorfstrasse 16,Postfach 70,3432,Lützelflüh-Goldbach,034 460 60 00,Schweiz,RAIFCH22875
Raiffeisenbank Unteremmental,Dorfstrasse 3,,3457,Wasen im Emmental,034 460 60 00,Schweiz,RAIFCH22875
Raiffeisenbank Unteremmental,Bahnhofstrasse 39,Postfach 361,4950,Huttwil,034 460 60 00,Schweiz,RAIFCH22875
Raiffeisenbank Unteres Rheintal,Berneckerstrasse 3,,9434,Au SG,071 747 12 12,Schweiz,RAIFCH22C95
Raiffeisenbank Unteres Rheintal,Grenzstrasse 3,,9430,St. Margrethen SG,071 747 12 12,Schweiz,RAIFCH22C95
Raiffeisenbank Unteres Rheintal,Bahnhofstrasse 38,,9424,Rheineck,071 747 12 12,Schweiz,RAIFCH22C95
Raiffeisenbank Untergäu,Eigasse 8,Postfach 443,4614,Hägendorf,062 206 81 81,Schweiz,RAIFCH22947
Raiffeisenbank Untergäu,Mittelgäustrasse 23,,4616,Kappel SO,062 206 81 81,Schweiz,RAIFCH22947
Raiffeisenbank Untergäu,Dorfstrasse 71,Postfach 368,4612,Wangen b. Olten,062 206 81 81,Schweiz,RAIFCH22947
Raiffeisenbank Untersee-Rhein,Frauenfelderstrasse 4,Postfach,8264,Eschenz,052 742 77 77,Schweiz,RAIFCH22D82
Raiffeisenbank Untersee-Rhein,Seestrasse 129,,8266,Steckborn,052 742 77 77,Schweiz,RAIFCH22D82
Raiffeisenbank Untersee-Rhein,Bahnhofstrasse 30,,8253,Diessenhofen,052 742 77 77,Schweiz,RAIFCH22D82
Raiffeisenbank Urner Oberland,Gotthardstrasse 105,Postfach 228,6472,Erstfeld,041 882 00 82,Schweiz,RAIFCH22E33
Raiffeisenbank Urnerland,Lehnplatz 20,Postfach 855,6460,Altdorf UR,041 874 31 61,Schweiz,RAIFCH22E31
Raiffeisenbank Urnerland,Adlergartenstrasse 15,,6467,Schattdorf,041 874 31 61,Schweiz,RAIFCH22E31
Raiffeisenbank Urnerland,Gotthardstrasse 105,,6472,Erstfeld,041 874 31 61,Schweiz,RAIFCH22E31
Raiffeisenbank Urnerland,Gotthardstrasse 51,,6490,Andermatt,041 874 31 61,Schweiz,RAIFCH22E31
Raiffeisenbank Vierwaldstättersee-Süd,Ennetbürgerstrasse 1,Postfach 344,6374,Buochs,041 618 98 98,Schweiz,RAIFCH22C22
Raiffeisenbank Villmergen,Dorfplatz 2,,5612,Villmergen,056 618 66 66,Schweiz,RAIFCH22736
Raiffeisenbank Villmergen,Mitteldorfstrasse 3,,5605,Dottikon,056 618 66 66,Schweiz,RAIFCH22736
Raiffeisenbank Villmergen,Im Zentrum 1b,,5614,Sarmenstorf,056 618 66 66,Schweiz,RAIFCH22736
Raiffeisenbank Visperterminen,Kanzleiweg 4,Postfach 99,3932,Visperterminen,027 948 02 20,Schweiz,RAIFCH22499
Raiffeisenbank Waldkirch,Arneggerstr. 2,Postfach,9205,Waldkirch,071 434 60 70,Schweiz,RAIFCH22D13
Raiffeisenbank Waldkirch,Dorfstrasse 20,,9213,Hauptwil,071 422 13 41,Schweiz,RAIFCH22D13
Raiffeisenbank Waldstätte,Parkstrasse 1,Postfach 462,6440,Brunnen,041 818 50 50,Schweiz,RAIFCH22D58
Raiffeisenbank Walenstadt,Bahnhofstasse 9,Postfach 141,8880,Walenstadt,081 720 20 70,Schweiz,RAIFCH22D14
Raiffeisenbank Wängi-Matzingen,Aadorferstrasse 1,Postfach 19,9545,Wängi,052 369 78 78,Schweiz,RAIFCH22E16
Raiffeisenbank Wängi-Matzingen,Stettfurterstrasse 9,,9548,Matzingen,052 369 78 78,Schweiz,RAIFCH22E16
Raiffeisenbank Wasseramt-Buchsi,Hauptstrasse 37,Postfach 102,4552,Derendingen,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Wangenstrasse 3,,4543,Deitingen,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Hauptstrasse 24,,4542,Luterbach,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Bahnhofstrasse 9,,4553,Subingen,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Hauptstrasse 75,,4528,Zuchwil,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Luzernstrasse 5,,4556,Aeschi SO,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasseramt-Buchsi,Bahnhofstrasse 23,,3360,Herzogenbuchsee,032 681 45 00,Schweiz,RAIFCH22938
Raiffeisenbank Wasserschloss,Unterriedenstr. 1,,5412,Gebenstorf,056 202 33 33,Schweiz,RAIFCH22690
Raiffeisenbank Wasserschloss,Bahnhofstrasse 14,,5300,Turgi,056 202 33 33,Schweiz,RAIFCH22690
Raiffeisenbank Wasserschloss,Dohlenzelgstrasse 8,,5210,Windisch,056 202 33 33,Schweiz,RAIFCH22690
Raiffeisenbank Wasserschloss,Bahnhofplatz 1,,5200,Brugg,056 202 33 33,Schweiz,RAIFCH22690
Raiffeisenbank Wegenstettertal,Haldengasse 1,,4314,Zeiningen,061 855 90 20,Schweiz,RAIFCH22748
Raiffeisenbank Wegenstettertal,Hauptstrasse 46,,4317,Wegenstetten,061 855 90 20,Schweiz,RAIFCH22748
Raiffeisenbank Weinland,Thurtalstrasse 4,,8450,Andelfingen,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weinland,Mettschlatterstrasse 6,,8252,Schlatt TG,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weinland,Ochsengasse 1,,8462,Rheinau,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weinland,Dorfstrasse 32,,8468,Guntalingen,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weinland,Hauptstrasse 14,,8526,Oberneunforn,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weinland,Stationsstrasse 24,,8472,Seuzach,052 304 30 00,Schweiz,RAIFCH22E79
Raiffeisenbank Weissenstein,Weissensteinstrasse 4,Postfach 251,4513,Langendorf,032 625 28 28,Schweiz,RAIFCH22968
Raiffeisenbank Weissenstein,Hauptgasse 67,Postfach 321,4502,Solothurn,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Jurastrasse 3,,2544,Bettlach,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Schulhausstrasse 4,,2545,Selzach,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Solothurnerstrasse 36,,2540,Grenchen,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Baselstrasse 3,,4534,Flumenthal,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Weissensteinstrasse 4,,4513,Langendorf,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Weissenstein,Dorfstrasse,,4512,Bellach,032 625 01 01,Schweiz,RAIFCH22976
Raiffeisenbank Werdenberg,Bahnhofstrasse 12,Postfach 762,9470,Buchs,081 758 00 00,Schweiz,RAIFCH22C51
Raiffeisenbank Werdenberg,Staatsstrasse 62,Postfach 62,9472,Grabs,081 758 00 00,Schweiz,RAIFCH22C51
Raiffeisenbank Werdenberg,Hauptstrasse 11,,9477,Trübbach,081 758 00 00,Schweiz,RAIFCH22C51
Raiffeisenbank Wil und Umgebung,Bronschhoferstrasse 11,Postfach 239,9500,Wil SG,071 913 55 55,Schweiz,RAIFCH22D20
Raiffeisenbank Winkeln,Herisauer Strasse 58,Postfach 316,9015,St. Gallen,071 314 00 10,Schweiz,RAIFCH22D22
Raiffeisenbank Wittenbach-Häggenschwil,Im Zentrum 1,Postfach 364,9300,Wittenbach,071 292 20 40,Schweiz,RAIFCH22D23
Raiffeisenbank Wittenbach-Häggenschwil,Dorfstrasse 16,,9312,Häggenschwil,071 292 20 40,Schweiz,RAIFCH22D23
Raiffeisenbank Wohlen,Stegmattweg 1,,5610,Wohlen AG,056 618 48 48,Schweiz,RAIFCH22744
Raiffeisenbank Wohlen,Büelisackerstrasse 1,,5622,Waltenschwil,056 618 48 48,Schweiz,RAIFCH22744
Raiffeisenbank Wohlen,Hauptstrasse 14,,5524,Niederwil AG,056 618 48 48,Schweiz,RAIFCH22744
Raiffeisenbank Wohlen,Zentralstrasse 18,,5623,Boswil,056 618 48 48,Schweiz,RAIFCH22744
Raiffeisenbank Worblen-Emmental,Bahnhofstrasse 7,Postfach 131,3507,Biglen,031 838 55 55,Schweiz,RAIFCH22094
Raiffeisenbank Worblen-Emmental,Worbstrasse 4,,3067,Boll,031 838 55 55,Schweiz,RAIFCH22094
Raiffeisenbank Worblen-Emmental,Bernstrasse 81,,3072,Ostermundigen,031 838 55 55,Schweiz,RAIFCH22094
Raiffeisenbank Worblen-Emmental,Bahnhofplatz 5,,3076,Worb,031 838 55 55,Schweiz,RAIFCH22094
Raiffeisenbank Worblen-Emmental,Talweg 2,,3063,Ittigen,031 838 55 55,Schweiz,RAIFCH22094
Raiffeisenbank Würenlos,Schulstrasse 4,Postfach,5436,Würenlos,056 436 75 75,Schweiz,RAIFCH22747
Raiffeisenbank Würenlos,Albertstrasse 4,,5432,Neuenhof,056 436 75 75,Schweiz,RAIFCH22747
Raiffeisenbank Würenlos,Dorfstrasse 62,,8957,Spreitenbach,056 436 75 75,Schweiz,RAIFCH22747
Raiffeisenbank Yberg,Oberibergerstrasse 1,,8842,Unteriberg,055 414 61 21,Schweiz,RAIFCH22D64
Raiffeisenbank Zihlschlacht-Muolen-Bischofszell,Schützengütlistrasse 1,,9220,Bischofszell,071 424 29 29,Schweiz,RAIFCH22E17
Raiffeisenbank Zihlschlacht-Muolen-Bischofszell,Bernhauserstrasse 5,,8588,Zihlschlacht,071 424 29 29,Schweiz,RAIFCH22E17
Raiffeisenbank Zihlschlacht-Muolen-Bischofszell,Dorfstrasse 30,,9313,Muolen,071 424 29 29,Schweiz,RAIFCH22E17
Raiffeisenbank Zufikon,Schulstrasse 14,,5621,Zufikon,056 648 20 30,Schweiz,RAIFCH22749
Raiffeisenbank Zug,Rathausstrasse 10,Postfach 1656,6341,Baar,041 766 01 30,Schweiz,RAIFCH22E54
Raiffeisenbank Zug,Dorfstrasse 7,Postfach 86,6318,Walchwil,041 766 01 30,Schweiz,RAIFCH22E54
Raiffeisenbank Zug,Bahnhofplatz,,6302,Zug,041 766 01 30,Schweiz,RAIFCH22E54
Raiffeisenbank Zürcher Oberland,Bahnhofstrasse 2,Postfach 1323,8610,Uster,044 905 29 50,Schweiz,RAIFCH22E71
Raiffeisenbank Zürcher Oberland,Bahnhofstrasse 143,,8623,Wetzikon ZH,044 931 46 46,Schweiz,RAIFCH22E71
Raiffeisenbank Zürcher Oberland,Grütstrasse 51,Postfach,8625,Gossau ZH,044 936 60 80,Schweiz,RAIFCH22E71
Raiffeisenbank Zürcher Oberland,Bahnhofstrasse 7,,8330,Pfäffikon ZH,044 952 40 40,Schweiz,RAIFCH22E71
Raiffeisenbank Züri-Unterland,Marktgasse 7,Postfach 269,8180,Bülach,044 872 72 72,Schweiz,RAIFCH22E75
Raiffeisenbank Züri-Unterland,Riedpark,Zürcherstrasse 17,8173,Neerach,044 872 72 72,Schweiz,RAIFCH22E75
Raiffeisenbank Züri-Unterland,Watterstrasse 31,,8105,Regensdorf,044 872 72 72,Schweiz,RAIFCH22E75
Raiffeisenbank Zürich Flughafen,Flughafenstrasse 1,,8302,Kloten,044 866 71 00,Schweiz,RAIFCH22E74
Raiffeisenbank Zürich Flughafen,Wallisellenstrasse 7a,,8600,Dübendorf,044 866 71 00,Schweiz,RAIFCH22E74
Raiffeisenbank Zürich Flughafen,Dorfstrasse 76,,8424,Embrach,044 866 71 00,Schweiz,RAIFCH22E74
RBC Investor Services Bank S.A.,Bleicherweg 7,,8002,Zürich,044 405 97 00,Schweiz,FETACHZZXXX
RBC Investor Services Bank S.A.,Bleicherweg 7,,8002,Zürich,044 405 97 00,Schweiz,FETACHZZXXX
Regiobank Männedorf AG,Bahnhofstrasse 14,Postfach 831,8708,Männedorf,044 922 13 00,Schweiz,RBABCH22828
Regiobank Männedorf AG,Bahnhofstrasse 14,Postfach 831,8708,Männedorf,044 922 13 00,Schweiz,RBABCH22828
Regiobank Solothurn AG,Westbahnhofstrasse 11,Postfach,4502,Solothurn,032 624 15 15,Schweiz,RSOSCH22XXX
Regiobank Solothurn AG,Westbahnhofstrasse 11,Postfach,4502,Solothurn,032 624 15 15,Schweiz,RSOSCH22XXX
Reichmuth & Co.,Rütligasse 1,Postfach,6000,Luzern 7,041 249 49 29,Schweiz,REICCH22XXX
Reichmuth & Co.,Rütligasse 1,Postfach,6000,Luzern 7,041 249 49 29,Schweiz,REICCH22XXX
Remaco Asset Management AG,,Postfach 2282,4020,Basel,061 319 51 51,Schweiz,RMCOCHBBXXX
Remaco Asset Management AG,,Postfach 2282,4020,Basel,061 319 51 51,Schweiz,RMCOCHBBXXX
Reyl & Cie S.A.,Rue du Rhône 62,,1204,Genève,022 816 80 00,Schweiz,REYLCHGGXXX
Reyl & Cie S.A.,Rue du Rhône 62,,1204,Genève,022 816 80 00,Schweiz,REYLCHGGXXX
Rothschild & Co Bank AG,,Postfach,8034,Zürich,044 384 71 11,Schweiz,ROTACHZZXXX
Rothschild & Co Bank AG,,Postfach,8034,Zürich,044 384 71 11,Schweiz,ROTACHZZXXX
S.P. Hinduja Banque Privée SA,Place de la Fusterie 3 bis,Case postale 1011,1211,Genève 1,022 906 08 08,Schweiz,ABSGCHGGXXX
S.P. Hinduja Banque Privée SA,Place de la Fusterie 3 bis,Case postale 1011,1211,Genève 1,022 906 08 08,Schweiz,ABSGCHGGXXX
Sallfort Privatbank AG,Bellerivestrasse 241,Postfach,8034,Zürich,044 268 53 00,Schweiz,BGFBCHZZXXX
SAXO BANK (SCHWEIZ) SA,Beethovenstrasse 33,,8002,Zürich,058 317 95 00,Schweiz,SAXOCHZHXXX
SB Saanen Bank AG,Bahnhofstrasse 2,Postfach 7,3792,Saanen,033 748 46 46,Schweiz,RBABCH22342
SB Saanen Bank AG,Bahnhofstrasse 2,Postfach 7,3792,Saanen,033 748 46 46,Schweiz,RBABCH22342
SB Saanen Bank AG,Mühlematte,Postfach,3782,Lauenen b. Gstaad,033 765 91 86,Schweiz,RBABCH22342
SB Saanen Bank AG,Gsteigstrasse 9,,3785,Gsteig b. Gstaad,033 755 81 86,Schweiz,RBABCH22342
SB Saanen Bank AG,Promenade 52,Postfach 96,3780,Gstaad,033 748 46 46,Schweiz,RBABCH22342
SB Saanen Bank AG,Dorfstrasse 52,Postfach,3778,Schönried,033 744 02 90,Schweiz,RBABCH22342
SBERBANK (SWITZERLAND) AG,Gartenstrasse 24,Postfach 2136,8027,Zürich,044 250 56 56,Schweiz,SLBZCHZZXXX
SBERBANK (SWITZERLAND) AG,Gartenstrasse 24,Postfach 2136,8027,Zürich,044 250 56 56,Schweiz,SLBZCHZZXXX
Schaffhauser Kantonalbank,Vorstadt 53,Postfach,8201,Schaffhausen,052 635 22 22,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Vorstadt 53,Postfach,8201,Schaffhausen,052 635 22 22,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Bahnhofstrasse 297,Postfach,8262,Ramsen,052 742 84 00,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Fronwagplatz 3,Postfach,8201,Schaffhausen,052 625 46 96,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Bahnhofstrasse 1,Postfach,8240,Thayngen,052 645 36 00,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Wildenstrasse 6,Postfach,8212,Neuhausen am Rheinfall,052 675 30 00,Schweiz,SHKBCH2SXXX
Schaffhauser Kantonalbank,Rathausplatz 4,Postfach,8260,Stein am Rhein,052 742 35 00,Schweiz,SHKBCH2SXXX
Schroder & Co Bank AG,Central 2,Postfach 1820,8021,Zürich,044 250 11 11,Schweiz,BJHSCHZZXXX
Schroder & Co Bank AG,Central 2,Postfach 1820,8021,Zürich,044 250 11 11,Schweiz,BJHSCHZZXXX
Schweizerische Nationalbank,Börsenstrasse 15,Postfach 2800,8022,Zürich,058 631 00 00,Schweiz,SNBZCHZZXXX
Schweizerische Nationalbank,Bundesplatz 1,Postfach,3003,Bern,058 631 00 00,Schweiz,SNBZCHZZXXX
Schweizerische Nationalbank,Bundesverw. / Bundesplatz 1,Postfach,3003,Bern,058 631 00 00,Schweiz,SNBZCHZZXXX
Schweizerische Rückversicherungs-Gesellschaft AG,Mythenquai 50/60,,8022,Zürich,043 285 21 21,Schweiz,SWRECHZHXXX
Schwyzer Kantonalbank,Bahnhofstrasse 3,Postfach 263,6431,Schwyz,058 800 20 20,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 3,Postfach 263,6431,Schwyz,058 800 20 20,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Hauptstrasse 61,Postfach,8840,Einsiedeln,058 800 65 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Mittlere Bahnhofstrasse 5,Postfach,8853,Lachen SZ,058 800 68 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Glarnerstrasse 7,Postfach,8854,Siebnen,058 800 69 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 29,Postfach,6440,Brunnen,058 800 63 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 8,Postfach,6403,Küssnacht am Rigi,058 800 64 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Gotthardstrasse 21,Postfach,6415,Arth,058 800 62 75,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 6,Postfach,8808,Pfäffikon SZ,058 800 67 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Parkstrasse 1,Postfach,6410,Goldau,058 800 62 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Dorfplatz 2,Postfach,8832,Wollerau,058 800 66 00,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Poststrasse 2,Postfach,6442,Gersau,058 800 63 75,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 1,Postfach,6418,Rothenthurm,058 800 65 50,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Gotthardstrasse 62,Postfach,6438,Ibach,058 800 61 50,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Bahnhofstrasse 132,Postfach,6423,Seewen SZ,058 800 61 85,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Postplatz 3,Postfach,6422,Steinen,058 800 61 60,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Hauptstrasse 25,Postfach,6436,Muotathal,058 800 61 75,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Waagtalstrasse,Postfach,8842,Unteriberg,058 800 65 60,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Mythen-Center,Postfach 258,6438,Ibach,058 800 61 93,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Kantonsstrasse 102,Postfach,8807,Freienbach,058 800 67 75,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Seedamm-Center,,8808,Pfäffikon SZ,058 800 67 85,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Dorfstrasse 10,Postfach,6417,Sattel,058 800 65 75,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Säntisstrasse 2,Postfach,8856,Tuggen,058 800 69 50,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Pfäffikonerstrasse 1,Postfach,8834,Schindellegi,058 800 66 50,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Zürcherstrasse 6,Postfach,8852,Altendorf,058 800 68 50,Schweiz,KBSZCH22XXX
Schwyzer Kantonalbank,Kreuzwiesmarkt,Postfach,8864,Reichenburg,058 800 69 72,Schweiz,KBSZCH22XXX
Scobag Privatbank AG,,Postfach,4010,Basel,061 205 12 12,Schweiz,SCOPCHBBXXX
Scobag Privatbank AG,,Postfach,4010,Basel,061 205 12 12,Schweiz,SCOPCHBBXXX
SEBA Bank AG,Kolinplatz 15,,6300,Zug,041 552 43 51,Schweiz,SCRYCH22XXX
SEBA Bank AG,Kolinplatz 15,,6300,Zug,041 552 43 51,Schweiz,SCRYCH22XXX
SecurePost AG,Nordringstrasse 22,,4702,Oensingen,084 873 28 73,Schweiz,SEPOCH22XXX
SELVI & Cie SA,"4, rue du Grütli",Case postale,1211,Genève 11,022 318 88 00,Schweiz,SELVCHGGXXX
SELVI & Cie SA,"4, rue du Grütli",Case postale,1211,Genève 11,022 318 88 00,Schweiz,SELVCHGGXXX
SIGMA Bank AG,Feldkircher Strasse 2,Postfach 855,9494,Schaan,239 04 04,Schweiz,VOAGLI22XXX
SIGMA Bank AG,Feldkircher Strasse 2,Postfach 855,9494,Schaan,239 04 04,Schweiz,VOAGLI22XXX
SIX SIS AG,Brandschenkestrasse 47,Postfach 1758,8021,Zürich,044 288 44 02,Schweiz,INSECHZZXXX
